,apicalls
2454,apicalls::landroid/preference/checkboxpreference.setchecked
2455,apicalls::landroid/preference/checkboxpreference.setdefaultvalue
2456,apicalls::landroid/preference/checkboxpreference.setdependency
2457,apicalls::landroid/preference/checkboxpreference.setenabled
2458,apicalls::landroid/preference/checkboxpreference.setkey
2459,apicalls::landroid/preference/checkboxpreference.setlayoutresource
2460,apicalls::landroid/preference/checkboxpreference.setonpreferencechangelistener
2461,apicalls::landroid/preference/checkboxpreference.setonpreferenceclicklistener
2462,apicalls::landroid/preference/checkboxpreference.setshoulddisableview
2463,apicalls::landroid/preference/checkboxpreference.setsummary
2464,apicalls::landroid/preference/checkboxpreference.settitle
2465,apicalls::landroid/preference/checkboxpreference.setwidgetlayoutresource
2466,apicalls::landroid/preference/dialogpreference.callchangelistener
2467,apicalls::landroid/preference/dialogpreference.getdialog
2468,apicalls::landroid/preference/dialogpreference.getpersistedint
2469,apicalls::landroid/preference/dialogpreference.onactivitydestroy
2470,apicalls::landroid/preference/dialogpreference.onbinddialogview
2471,apicalls::landroid/preference/dialogpreference.onclick
2472,apicalls::landroid/preference/dialogpreference.oncreateview
2473,apicalls::landroid/preference/dialogpreference.ondismiss
2474,apicalls::landroid/preference/dialogpreference.onpreparedialogbuilder
2475,apicalls::landroid/preference/dialogpreference.onrestoreinstancestate
2476,apicalls::landroid/preference/dialogpreference.onsaveinstancestate
2477,apicalls::landroid/preference/dialogpreference.onsetinitialvalue
2478,apicalls::landroid/preference/dialogpreference.persistint
2479,apicalls::landroid/preference/dialogpreference.setdialogmessage
2480,apicalls::landroid/preference/dialogpreference.shouldpersist
2481,apicalls::landroid/preference/dialogpreference.showdialog
2482,apicalls::landroid/preference/edittextpreference.getdialog
2483,apicalls::landroid/preference/edittextpreference.getedittext
2484,apicalls::landroid/preference/edittextpreference.getkey
2485,apicalls::landroid/preference/edittextpreference.gettext
2486,apicalls::landroid/preference/edittextpreference.onactivitydestroy
2487,apicalls::landroid/preference/edittextpreference.onaddedittexttodialogview
2488,apicalls::landroid/preference/edittextpreference.onbinddialogview
2489,apicalls::landroid/preference/edittextpreference.ondismiss
2490,apicalls::landroid/preference/edittextpreference.onrestoreinstancestate
2491,apicalls::landroid/preference/edittextpreference.onsaveinstancestate
2492,apicalls::landroid/preference/edittextpreference.setdefaultvalue
2493,apicalls::landroid/preference/edittextpreference.setdialogtitle
2494,apicalls::landroid/preference/edittextpreference.setenabled
2495,apicalls::landroid/preference/edittextpreference.setkey
2496,apicalls::landroid/preference/edittextpreference.setonpreferencechangelistener
2497,apicalls::landroid/preference/edittextpreference.setsummary
2498,apicalls::landroid/preference/edittextpreference.settext
2499,apicalls::landroid/preference/edittextpreference.showdialog
2500,apicalls::landroid/preference/listpreference.findindexofvalue
2501,apicalls::landroid/preference/listpreference.getentries
2502,apicalls::landroid/preference/listpreference.getentry
2503,apicalls::landroid/preference/listpreference.getentryvalues
2504,apicalls::landroid/preference/listpreference.getkey
2505,apicalls::landroid/preference/listpreference.getsummary
2506,apicalls::landroid/preference/listpreference.getvalue
2507,apicalls::landroid/preference/listpreference.onactivitydestroy
2508,apicalls::landroid/preference/listpreference.onbindview
2509,apicalls::landroid/preference/listpreference.oncreateview
2510,apicalls::landroid/preference/listpreference.ondismiss
2511,apicalls::landroid/preference/listpreference.onpreparedialogbuilder
2512,apicalls::landroid/preference/listpreference.onrestoreinstancestate
2513,apicalls::landroid/preference/listpreference.onsaveinstancestate
2514,apicalls::landroid/preference/listpreference.setdefaultvalue
2515,apicalls::landroid/preference/listpreference.setdialogtitle
2516,apicalls::landroid/preference/listpreference.setenabled
2517,apicalls::landroid/preference/listpreference.setentries
2518,apicalls::landroid/preference/listpreference.setentryvalues
2519,apicalls::landroid/preference/listpreference.setkey
2520,apicalls::landroid/preference/listpreference.setonpreferencechangelistener
2521,apicalls::landroid/preference/listpreference.setonpreferenceclicklistener
2522,apicalls::landroid/preference/listpreference.setshoulddisableview
2523,apicalls::landroid/preference/listpreference.setsummary
2524,apicalls::landroid/preference/listpreference.settitle
2525,apicalls::landroid/preference/listpreference.setvalue
2526,apicalls::landroid/preference/multiselectlistpreference.onactivitydestroy
2527,apicalls::landroid/preference/multiselectlistpreference.ondismiss
2528,apicalls::landroid/preference/multiselectlistpreference.onrestoreinstancestate
2529,apicalls::landroid/preference/multiselectlistpreference.onsaveinstancestate
2530,apicalls::landroid/preference/multiselectlistpreference.setentries
2531,apicalls::landroid/preference/preference.getcontext
2532,apicalls::landroid/preference/preference.geteditor
2533,apicalls::landroid/preference/preference.getextras
2534,apicalls::landroid/preference/preference.getfragment
2535,apicalls::landroid/preference/preference.getkey
2536,apicalls::landroid/preference/preference.getlayoutresource
2537,apicalls::landroid/preference/preference.getpreferencemanager
2538,apicalls::landroid/preference/preference.getsharedpreferences
2539,apicalls::landroid/preference/preference.getsummary
2540,apicalls::landroid/preference/preference.gettitle
2541,apicalls::landroid/preference/preference.ispersistent
2542,apicalls::landroid/preference/preference.notifychanged
2543,apicalls::landroid/preference/preference.onattachedtoactivity
2544,apicalls::landroid/preference/preference.onbindview
2545,apicalls::landroid/preference/preference.onclick
2546,apicalls::landroid/preference/preference.oncreateview
2547,apicalls::landroid/preference/preference.ondependencychanged
2548,apicalls::landroid/preference/preference.ongetdefaultvalue
2549,apicalls::landroid/preference/preference.onrestoreinstancestate
2550,apicalls::landroid/preference/preference.onsaveinstancestate
2551,apicalls::landroid/preference/preference.persistint
2552,apicalls::landroid/preference/preference.setdefaultvalue
2553,apicalls::landroid/preference/preference.setdependency
2554,apicalls::landroid/preference/preference.setenabled
2555,apicalls::landroid/preference/preference.seticon
2556,apicalls::landroid/preference/preference.setkey
2557,apicalls::landroid/preference/preference.setlayoutresource
2558,apicalls::landroid/preference/preference.setonpreferencechangelistener
2559,apicalls::landroid/preference/preference.setonpreferenceclicklistener
2560,apicalls::landroid/preference/preference.setpersistent
2561,apicalls::landroid/preference/preference.setselectable
2562,apicalls::landroid/preference/preference.setsummary
2563,apicalls::landroid/preference/preference.settitle
2564,apicalls::landroid/preference/preference.setwidgetlayoutresource
2565,apicalls::landroid/preference/preferenceactivity.addcontentview
2566,apicalls::landroid/preference/preferenceactivity.addpreferencesfromresource
2567,apicalls::landroid/preference/preferenceactivity.attachbasecontext
2568,apicalls::landroid/preference/preferenceactivity.closeoptionsmenu
2569,apicalls::landroid/preference/preferenceactivity.dispatchkeyevent
2570,apicalls::landroid/preference/preferenceactivity.dispatchtouchevent
2571,apicalls::landroid/preference/preferenceactivity.findviewbyid
2572,apicalls::landroid/preference/preferenceactivity.finish
2573,apicalls::landroid/preference/preferenceactivity.getapplication
2574,apicalls::landroid/preference/preferenceactivity.getassets
2575,apicalls::landroid/preference/preferenceactivity.getcontentresolver
2576,apicalls::landroid/preference/preferenceactivity.getfilesdir
2577,apicalls::landroid/preference/preferenceactivity.getintent
2578,apicalls::landroid/preference/preferenceactivity.getpackagemanager
2579,apicalls::landroid/preference/preferenceactivity.getpackagename
2580,apicalls::landroid/preference/preferenceactivity.getpreferencemanager
2581,apicalls::landroid/preference/preferenceactivity.getpreferencescreen
2582,apicalls::landroid/preference/preferenceactivity.getresources
2583,apicalls::landroid/preference/preferenceactivity.getstring
2584,apicalls::landroid/preference/preferenceactivity.getsystemservice
2585,apicalls::landroid/preference/preferenceactivity.gettheme
2586,apicalls::landroid/preference/preferenceactivity.getwindow
2587,apicalls::landroid/preference/preferenceactivity.onactivityresult
2588,apicalls::landroid/preference/preferenceactivity.onapplythemeresource
2589,apicalls::landroid/preference/preferenceactivity.onbackpressed
2590,apicalls::landroid/preference/preferenceactivity.onconfigurationchanged
2591,apicalls::landroid/preference/preferenceactivity.oncontentchanged
2592,apicalls::landroid/preference/preferenceactivity.oncontextitemselected
2593,apicalls::landroid/preference/preferenceactivity.oncreate
2594,apicalls::landroid/preference/preferenceactivity.oncreatecontextmenu
2595,apicalls::landroid/preference/preferenceactivity.oncreatedialog
2596,apicalls::landroid/preference/preferenceactivity.oncreateoptionsmenu
2597,apicalls::landroid/preference/preferenceactivity.oncreateview
2598,apicalls::landroid/preference/preferenceactivity.ondestroy
2599,apicalls::landroid/preference/preferenceactivity.onkeydown
2600,apicalls::landroid/preference/preferenceactivity.onkeyup
2601,apicalls::landroid/preference/preferenceactivity.onmenuitemselected
2602,apicalls::landroid/preference/preferenceactivity.onmenuopened
2603,apicalls::landroid/preference/preferenceactivity.onnewintent
2604,apicalls::landroid/preference/preferenceactivity.onoptionsitemselected
2605,apicalls::landroid/preference/preferenceactivity.onpanelclosed
2606,apicalls::landroid/preference/preferenceactivity.onpause
2607,apicalls::landroid/preference/preferenceactivity.onpictureinpicturemodechanged
2608,apicalls::landroid/preference/preferenceactivity.onpostcreate
2609,apicalls::landroid/preference/preferenceactivity.onpostresume
2610,apicalls::landroid/preference/preferenceactivity.onpreparedialog
2611,apicalls::landroid/preference/preferenceactivity.onprepareoptionsmenu
2612,apicalls::landroid/preference/preferenceactivity.onrequestpermissionsresult
2613,apicalls::landroid/preference/preferenceactivity.onrestart
2614,apicalls::landroid/preference/preferenceactivity.onrestoreinstancestate
2615,apicalls::landroid/preference/preferenceactivity.onresume
2616,apicalls::landroid/preference/preferenceactivity.onretainnonconfigurationinstance
2617,apicalls::landroid/preference/preferenceactivity.onsaveinstancestate
2618,apicalls::landroid/preference/preferenceactivity.onsearchrequested
2619,apicalls::landroid/preference/preferenceactivity.onstart
2620,apicalls::landroid/preference/preferenceactivity.onstop
2621,apicalls::landroid/preference/preferenceactivity.ontitlechanged
2622,apicalls::landroid/preference/preferenceactivity.onuserinteraction
2623,apicalls::landroid/preference/preferenceactivity.onuserleavehint
2624,apicalls::landroid/preference/preferenceactivity.onwindowfocuschanged
2625,apicalls::landroid/preference/preferenceactivity.openfileinput
2626,apicalls::landroid/preference/preferenceactivity.openfileoutput
2627,apicalls::landroid/preference/preferenceactivity.openoptionsmenu
2628,apicalls::landroid/preference/preferenceactivity.overridependingtransition
2629,apicalls::landroid/preference/preferenceactivity.setcontentview
2630,apicalls::landroid/preference/preferenceactivity.setlistadapter
2631,apicalls::landroid/preference/preferenceactivity.setpreferencescreen
2632,apicalls::landroid/preference/preferenceactivity.settheme
2633,apicalls::landroid/preference/preferenceactivity.settitle
2634,apicalls::landroid/preference/preferenceactivity.startactivity
2635,apicalls::landroid/preference/preferenceactivity.startactivityforresult
2636,apicalls::landroid/preference/preferenceactivity.startpreferencepanel
2637,apicalls::landroid/preference/preferencecategory.addpreference
2638,apicalls::landroid/preference/preferencecategory.onbindview
2639,apicalls::landroid/preference/preferencecategory.oncreateview
2640,apicalls::landroid/preference/preferencecategory.removepreference
2641,apicalls::landroid/preference/preferencecategory.setenabled
2642,apicalls::landroid/preference/preferencecategory.setkey
2643,apicalls::landroid/preference/preferencecategory.setsummary
2644,apicalls::landroid/preference/preferencecategory.settitle
2645,apicalls::landroid/preference/preferencefragment.addpreferencesfromresource
2646,apicalls::landroid/preference/preferencefragment.findpreference
2647,apicalls::landroid/preference/preferencefragment.getactivity
2648,apicalls::landroid/preference/preferencefragment.getpreferencescreen
2649,apicalls::landroid/preference/preferencefragment.getstring
2650,apicalls::landroid/preference/preferencefragment.onactivitycreated
2651,apicalls::landroid/preference/preferencefragment.onactivityresult
2652,apicalls::landroid/preference/preferencefragment.onattach
2653,apicalls::landroid/preference/preferencefragment.oncreate
2654,apicalls::landroid/preference/preferencefragment.oncreateoptionsmenu
2655,apicalls::landroid/preference/preferencefragment.oncreateview
2656,apicalls::landroid/preference/preferencefragment.ondestroy
2657,apicalls::landroid/preference/preferencefragment.ondestroyview
2658,apicalls::landroid/preference/preferencefragment.ondetach
2659,apicalls::landroid/preference/preferencefragment.onoptionsitemselected
2660,apicalls::landroid/preference/preferencefragment.onpause
2661,apicalls::landroid/preference/preferencefragment.onpreferencetreeclick
2662,apicalls::landroid/preference/preferencefragment.onresume
2663,apicalls::landroid/preference/preferencefragment.onstart
2664,apicalls::landroid/preference/preferencefragment.onstop
2665,apicalls::landroid/preference/preferencefragment.onviewcreated
2666,apicalls::landroid/preference/preferencegroup.addpreference
2667,apicalls::landroid/preference/preferencegroup.findpreference
2668,apicalls::landroid/preference/preferencegroup.getkey
2669,apicalls::landroid/preference/preferencegroup.getpreference
2670,apicalls::landroid/preference/preferencegroup.getpreferencecount
2671,apicalls::landroid/preference/preferencegroup.notifychanged
2672,apicalls::landroid/preference/preferencegroup.notifyhierarchychanged
2673,apicalls::landroid/preference/preferencegroup.onrestoreinstancestate
2674,apicalls::landroid/preference/preferencegroup.onsaveinstancestate
2675,apicalls::landroid/preference/preferencegroup.removepreference
2676,apicalls::landroid/preference/preferencemanager.createpreferencescreen
2677,apicalls::landroid/preference/preferencemanager.findpreference
2678,apicalls::landroid/preference/preferencemanager.getdefaultsharedpreferences
2679,apicalls::landroid/preference/preferencemanager.getsharedpreferences
2680,apicalls::landroid/preference/preferencemanager.getsharedpreferencesmode
2681,apicalls::landroid/preference/preferencemanager.setdefaultvalues
2682,apicalls::landroid/preference/preferencemanager.setsharedpreferencesname
2683,apicalls::landroid/preference/preferencescreen.addpreference
2684,apicalls::landroid/preference/preferencescreen.bind
2685,apicalls::landroid/preference/preferencescreen.findpreference
2686,apicalls::landroid/preference/preferencescreen.getcontext
2687,apicalls::landroid/preference/preferencescreen.getintent
2688,apicalls::landroid/preference/preferencescreen.getkey
2689,apicalls::landroid/preference/preferencescreen.getrootadapter
2690,apicalls::landroid/preference/preferencescreen.getsharedpreferences
2691,apicalls::landroid/preference/preferencescreen.gettitle
2692,apicalls::landroid/preference/preferencescreen.removepreference
2693,apicalls::landroid/preference/preferencescreen.restorehierarchystate
2694,apicalls::landroid/preference/preferencescreen.savehierarchystate
2695,apicalls::landroid/preference/preferencescreen.setenabled
2696,apicalls::landroid/preference/preferencescreen.setfragment
2697,apicalls::landroid/preference/preferencescreen.setintent
